Vandområde;MarinReferenceKode;Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;MC-stationsnr;Dato;Tid;Antal delprøver (stk);Prøvenummer;Dybde (m);Prøvetagningsudstyr;Prøveredskabsareal (cm2);Haps breddegrad;Haps længdegrad;Haps X_UTM;Haps Y_UTM;Karakter dybde (cm);Farve;Lugt;Oxideret lag (mm);Karakter beskrivelse;Mudder;Ler < 0.040 mm;Silt, 0.040-0.063 mm;Sand, fint 0.125-0.250 mm;Sand, mellem 0.250-0.500 mm;Sand, groft 0.5-1 mm;Grus, fint 1-2 mm;Grus groft > 2 mm;Alle kornstørrelser;Kontrol;Kvalitet;ObsSted_bredde;ObsSted_længde;ObsSted_X_UTM;ObsSted_Y_UTM
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2001-05-03";"0";"10";"9";"14,50";"Haps";"143";"5507,692";"1125,192";"654286";"6111731";"24";"Mørk grå";"Stærk svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2001-05-03";"0";"10";"2";"12,20";"Haps";"143";"5507,031";"1135,126";"664885";"6110884";"24";"Mørk grå";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2001-05-03";"0";"10";"10";"12,20";"Haps";"143";"5507,031";"1135,126";"664885";"6110884";"24";"Mørk grå";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2001-05-03";"0";"10";"3";"12,20";"Haps";"143";"5507,031";"1135,126";"664885";"6110884";"24";"Mørk grå";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2001-05-03";"0";"10";"2";"14,50";"Haps";"143";"5507,692";"1125,192";"654286";"6111731";"24";"Mørk grå";"Stærk svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2001-05-03";"0";"10";"9";"12,20";"Haps";"143";"5507,031";"1135,126";"664885";"6110884";"24";"Mørk grå";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2001-05-03";"0";"10";"6";"12,20";"Haps";"143";"5507,031";"1135,126";"664885";"6110884";"24";"Mørk grå";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2001-05-03";"0";"10";"10";"14,50";"Haps";"143";"5507,692";"1125,192";"654286";"6111731";"24";"Mørk grå";"Stærk svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2001-05-03";"0";"10";"8";"12,20";"Haps";"143";"5507,031";"1135,126";"664885";"6110884";"24";"Mørk grå";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2001-05-03";"0";"10";"4";"14,50";"Haps";"143";"5507,692";"1125,192";"654286";"6111731";"24";"Mørk grå";"Stærk svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2001-05-03";"0";"10";"1";"14,50";"Haps";"143";"5507,692";"1125,192";"654286";"6111731";"24";"Mørk grå";"Stærk svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2001-05-03";"0";"10";"5";"12,20";"Haps";"143";"5507,031";"1135,126";"664885";"6110884";"24";"Mørk grå";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2001-05-03";"0";"10";"7";"14,50";"Haps";"143";"5507,692";"1125,192";"654286";"6111731";"24";"Mørk grå";"Stærk svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"4";"4,80";"Haps";"143";"5542,840";"1203,500";"692114";"6178487";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3227";"Lejre, Kattinge og Roskilde Vig";"93220022";"HR 322";"8007";"2001-05-17";"0";"10";"2";"4,00";"Haps";"143";"5540,530";"1158,900";"687484";"6173995";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5541,300";"1158,900";"687423";"6175422"
"Roskilde Fjord, indre";"3227";"Lejre, Kattinge og Roskilde Vig";"93220022";"HR 322";"8007";"2001-05-17";"0";"10";"8";"4,00";"Haps";"143";"5540,530";"1158,900";"687484";"6173995";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5541,300";"1158,900";"687423";"6175422"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"21";"4,80";"Haps";"143";"5543,050";"1204,000";"692620";"6178900";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"7";"4,80";"Haps";"143";"5542,980";"1203,620";"692229";"6178752";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3227";"Lejre, Kattinge og Roskilde Vig";"93220022";"HR 322";"8007";"2001-05-17";"0";"10";"5";"4,00";"Haps";"143";"5540,530";"1158,900";"687484";"6173995";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5541,300";"1158,900";"687423";"6175422"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"15";"4,80";"Haps";"143";"5542,780";"1203,740";"692371";"6178387";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"24";"4,80";"Haps";"143";"5542,840";"1204,000";"692638";"6178510";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"18";"4,80";"Haps";"143";"5542,910";"1203,860";"692485";"6178634";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3227";"Lejre, Kattinge og Roskilde Vig";"93220022";"HR 322";"8007";"2001-05-17";"0";"10";"3";"4,00";"Haps";"143";"5540,530";"1158,900";"687484";"6173995";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5541,300";"1158,900";"687423";"6175422"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"13";"4,80";"Haps";"143";"5542,910";"1203,740";"692360";"6178628";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"22";"4,80";"Haps";"143";"5542,980";"1204,000";"692626";"6178770";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3227";"Lejre, Kattinge og Roskilde Vig";"93220022";"HR 322";"8007";"2001-05-17";"0";"10";"6";"4,00";"Haps";"143";"5540,530";"1158,900";"687484";"6173995";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5541,300";"1158,900";"687423";"6175422"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"2";"4,80";"Haps";"143";"5542,980";"1203,500";"692103";"6178747";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"10";"4,80";"Haps";"143";"5542,780";"1203,620";"692245";"6178382";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3227";"Lejre, Kattinge og Roskilde Vig";"93220022";"HR 322";"8007";"2001-05-17";"0";"10";"9";"4,00";"Haps";"143";"5540,530";"1158,900";"687484";"6173995";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5541,300";"1158,900";"687423";"6175422"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"16";"4,80";"Haps";"143";"5543,050";"1203,860";"692474";"6178893";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"19";"4,80";"Haps";"143";"5542,840";"1203,860";"692491";"6178504";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3227";"Lejre, Kattinge og Roskilde Vig";"93220022";"HR 322";"8007";"2001-05-17";"0";"10";"7";"4,00";"Haps";"143";"5540,530";"1158,900";"687484";"6173995";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5541,300";"1158,900";"687423";"6175422"
"Roskilde Fjord, indre";"3227";"Lejre, Kattinge og Roskilde Vig";"93220022";"HR 322";"8007";"2001-05-17";"0";"10";"10";"4,00";"Haps";"143";"5540,530";"1158,900";"687484";"6173995";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5541,300";"1158,900";"687423";"6175422"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"3";"4,80";"Haps";"143";"5542,910";"1203,500";"692109";"6178617";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"6";"4,80";"Haps";"143";"5543,050";"1203,620";"692223";"6178882";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"9";"4,80";"Haps";"143";"5542,840";"1203,620";"692240";"6178493";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"12";"4,80";"Haps";"143";"5542,980";"1203,740";"692354";"6178758";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"20";"4,80";"Haps";"143";"5542,780";"1203,860";"692496";"6178393";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"23";"4,80";"Haps";"143";"5542,910";"1204,000";"692632";"6178640";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"5";"4,80";"Haps";"143";"5542,780";"1203,500";"692119";"6178376";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"8";"4,80";"Haps";"143";"5542,910";"1203,620";"692234";"6178623";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"11";"4,80";"Haps";"143";"5543,050";"1203,740";"692348";"6178888";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"14";"4,80";"Haps";"143";"5542,840";"1203,740";"692366";"6178498";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"17";"4,80";"Haps";"143";"5542,980";"1203,860";"692480";"6178764";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3224";"Roskilde Inderfjord";"93220027";"HR 322";"BF01";"2001-05-17";"0";"25";"25";"4,80";"Haps";"143";"5542,780";"1204,000";"692643";"6178399";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5542,920";"1203,740";"692359";"6178647"
"Roskilde Fjord, indre";"3227";"Lejre, Kattinge og Roskilde Vig";"93220022";"HR 322";"8007";"2001-05-17";"0";"10";"4";"4,00";"Haps";"143";"5540,530";"1158,900";"687484";"6173995";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5541,300";"1158,900";"687423";"6175422"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2001-05-18";"0";"10";"5";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2001-05-18";"0";"10";"8";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2001-05-18";"0";"10";"3";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2001-05-18";"0";"10";"6";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2001-05-18";"0";"10";"9";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2001-05-18";"0";"10";"2";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2001-05-18";"0";"10";"4";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2001-05-18";"0";"10";"7";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2001-05-18";"0";"10";"10";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
"Isefjord, ydre";"321 ";"Isefjord Yderbredning";"93210012";"HR 321";"10003";"2001-05-28";"0";"6";"3";"9,00";"Haps";"150";"5551,970";"1147,710";"674905";"6194717";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"0";"0";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5551,970";"1147,710";"674905";"6194717"
"Isefjord, ydre";"321 ";"Isefjord Yderbredning";"93210012";"HR 321";"10003";"2001-05-28";"0";"6";"2";"9,00";"Haps";"150";"5551,970";"1147,710";"674905";"6194717";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"0";"0";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5551,970";"1147,710";"674905";"6194717"
"Isefjord, ydre";"321 ";"Isefjord Yderbredning";"93210012";"HR 321";"10003";"2001-05-28";"0";"6";"5";"9,00";"Haps";"150";"5551,970";"1147,710";"674905";"6194717";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"0";"0";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5551,970";"1147,710";"674905";"6194717"
"Isefjord, ydre";"321 ";"Isefjord Yderbredning";"93210012";"HR 321";"10003";"2001-05-28";"0";"6";"6";"9,00";"Haps";"150";"5551,970";"1147,710";"674905";"6194717";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"0";"0";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5551,970";"1147,710";"674905";"6194717"
"Isefjord, ydre";"321 ";"Isefjord Yderbredning";"93210012";"HR 321";"10003";"2001-05-28";"0";"6";"4";"9,00";"Haps";"150";"5551,970";"1147,710";"674905";"6194717";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"0";"0";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5551,970";"1147,710";"674905";"6194717"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200294";"62 SMÅLANDSFARVANDET, VEST";"0226022A";"2001-08-16";"0";"9";"7";"-99,00";"Haps";"143";"5500,007";"1117,398";"646472";"6097203";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5500,008";"1117,399";"646473";"6097205"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200294";"62 SMÅLANDSFARVANDET, VEST";"0226022A";"2001-08-16";"0";"9";"10";"-99,00";"Haps";"143";"5500,007";"1117,398";"646472";"6097203";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5500,008";"1117,399";"646473";"6097205"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200295";"62 SMÅLANDSFARVANDET, VEST";"0226022B";"2001-08-16";"0";"10";"3";"-99,00";"Haps";"143";"5500,460";"1117,860";"646937";"6098059";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5500,459";"1117,861";"646938";"6098057"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200295";"62 SMÅLANDSFARVANDET, VEST";"0226022B";"2001-08-16";"0";"10";"6";"-99,00";"Haps";"143";"5500,460";"1117,860";"646937";"6098059";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5500,459";"1117,861";"646938";"6098057"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200295";"62 SMÅLANDSFARVANDET, VEST";"0226022B";"2001-08-16";"0";"10";"9";"-99,00";"Haps";"143";"5500,460";"1117,860";"646937";"6098059";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5500,459";"1117,861";"646938";"6098057"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200296";"62 SMÅLANDSFARVANDET, VEST";"0226022U";"2001-08-16";"0";"10";"2";"-99,00";"Haps";"143";"5500,134";"1118,083";"647194";"6097462";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5500,133";"1118,082";"647193";"6097460"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200296";"62 SMÅLANDSFARVANDET, VEST";"0226022U";"2001-08-16";"0";"10";"10";"-99,00";"Haps";"143";"5500,134";"1118,083";"647194";"6097462";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5500,133";"1118,082";"647193";"6097460"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200259";"62 SMÅLANDSFARVANDET, VEST";"0201113";"2001-08-16";"0";"6";"1";"-99,00";"Haps";"143";"5501,055";"1118,334";"647406";"6099179";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5501,055";"1118,334";"647406";"6099179"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200295";"62 SMÅLANDSFARVANDET, VEST";"0226022B";"2001-08-16";"0";"10";"2";"-99,00";"Haps";"143";"5500,460";"1117,860";"646937";"6098059";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5500,459";"1117,861";"646938";"6098057"
