Nr.,Længde T (cm),Længde S (cm),Vægt (g),Køn,Levervægt (g),Mavevægt (g),Redskab,Lokalitet,Dato,Bytteart,Vægt B(g),Længde B (mm),Antal (ca),Bem.,Størrelse,CF,HSI,Byttedyr familie
9436,10.5,8.9,24.31,M,0.99,0.81,Rejeruse,Guldborgsund,04-Nov,Gammarus locusta,0.05,,1,,Mellem,2.099989202,4.07239819,Amphipoda
9315,13.9,11.9,56.61,M,3.63,2.64,Rejeruse,Guldborgsund,09-Nov,Gasterosteus aculeatus,1.95,59,1,,Stor,2.107893934,6.412294648,Osteichthyes
9333,15,13,50.17,F,1.61,0.91,Rejeruse,Guldborgsund,09-Nov,Gasterosteus aculeatus,0.07,,1,knogler,Stor,1.486518519,3.209089097,Osteichthyes
9409,12.5,10.9,40.27,M,1.83,0.99,Rejeruse,Guldborgsund,04-Nov,Gasterosteus aculeatus,0.14,,1,knolger,Mellem,2.061824,4.544325801,Osteichthyes
9517,10.6,9,22.01,F,1.08,1.48,Rejeruse,Guldborgsund,04-Nov,Gasterosteus aculeatus,0.12,,1,knolger,Mellem,1.848002042,4.906860518,Osteichthyes
9523,13,11,37.61,M,1.77,0.88,Rejeruse,Guldborgsund,04-Nov,Gasterosteus aculeatus,0.26,,1,knolger,Mellem,1.711879836,4.706195161,Osteichthyes
9600,11.5,9.6,22.65,F,0.96,0.74,Rejeruse,Guldborgsund,04-Nov,Gasterosteus aculeatus,0.23,,1,Knolger,Mellem,1.489274266,4.238410596,Osteichthyes
9326,12.6,10.9,34.69,M,1.89,0.7,Rejeruse,Guldborgsund,09-Nov,Hydrobia ventrosa,0.08,,20,,Mellem,1.734173975,5.448255982,Gastropoda
9330,10.8,9.3,22.43,F,1.34,0.37,Rejeruse,Guldborgsund,09-Nov,Hydrobia ventrosa,0.01,,5,,Mellem,1.780565717,5.974141774,Gastropoda
9338,13,11,39.62,M,2.11,0.68,Rejeruse,Guldborgsund,09-Nov,Hydrobia ventrosa,0.04,,8,,Mellem,1.803368229,5.325593135,Gastropoda
9342,12.8,10.9,35.73,F,2.07,0.69,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,5,,Mellem,1.703739166,5.793450882,Gastropoda
9347,14.9,12.5,55.7,M,2.79,2.21,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.09,,10,,Stor,1.683822816,5.008976661,Gastropoda
9356,7.5,6.3,6.97,F,0.21,0.19,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.09,,10,,Små,1.652148148,3.012912482,Gastropoda
9367,11,9.4,24.21,F,1.23,0.62,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.28,,25,,Mellem,1.818933133,5.080545229,Gastropoda
9375,10,8.6,17.18,F,0.8,0.41,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,5,,Små,1.718,4.656577416,Gastropoda
9377,12,10,32.9,F,2.21,1.08,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.09,,15,,Mellem,1.903935185,6.717325228,Gastropoda
9381,13,11,42.82,M,1.58,1.28,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.09,,15,,Mellem,1.949021393,3.689864549,Gastropoda
9385,10,8.6,20.3,F,1.02,0.69,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.1,,10,,Små,2.03,5.024630542,Gastropoda
9390,8.9,7.6,10.36,F,0.52,0.28,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.11,,15,,Små,1.469568165,5.019305019,Gastropoda
9393,15,13,68.51,M,3.06,1.34,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.02,,5,,Stor,2.029925926,4.466501241,Gastropoda
9407,11.3,9.9,23.23,M,0.63,0.53,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.13,,15,,Mellem,1.609955527,2.712010331,Gastropoda
9413,10.5,9,22.61,F,1.1,0.66,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Mellem,1.95313681,4.865103936,Gastropoda
9416,10,8.6,19.58,F,0.82,0.93,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,3,,Små,1.958,4.187946885,Gastropoda
9421,11,9.4,24.09,F,0.82,1.01,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.07,,10,,Mellem,1.809917355,3.403902034,Gastropoda
9423,10.8,9.4,19.11,F,0.71,0.23,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.09,,10,,Mellem,1.517013413,3.715332287,Gastropoda
9438,12.6,10.7,37.87,M,1.48,0.96,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.26,,30,,Mellem,1.893144089,3.908106681,Gastropoda
9440,9.3,7.7,11.78,F,0.21,0.41,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.08,,6,,Små,1.464523837,1.782682513,Gastropoda
9450,10.7,8.9,19.86,F,0.99,0.42,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.08,,11,,Mellem,1.621167584,4.98489426,Gastropoda
9492,13.3,11.3,42.41,M,2.46,0.88,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.04,,5,,Stor,1.802658039,5.800518746,Gastropoda
9499,9.4,8.1,15.04,F,0.72,0.49,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.02,,4,,Små,1.810774106,4.787234043,Gastropoda
9513,13.4,11.1,45.18,M,2.13,1.42,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.04,,5,,Stor,1.877724321,4.714475432,Gastropoda
9520,8.5,7.2,10.55,F,0.39,0.17,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Små,1.717891309,3.696682464,Gastropoda
9522,12,10,30.45,F,1.62,0.89,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.38,,45,,Mellem,1.762152778,5.320197044,Gastropoda
9525,17,14.7,85.77,F,3.34,3.6,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Stor,1.745776511,3.894135479,Gastropoda
9526,10.5,8.8,20.81,F,0.99,0.31,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.08,,5,,Mellem,1.797646043,4.757328208,Gastropoda
9532,10.5,8.9,19.51,F,0.98,0.4,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Mellem,1.685347155,5.023065095,Gastropoda
9534,9.5,8.2,14.12,F,0.49,0.42,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.12,,15,,Små,1.646887301,3.470254958,Gastropoda
9541,8.5,7.2,10.08,F,0.33,0.13,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Små,1.641359658,3.273809524,Gastropoda
9570,11.4,9.5,25.31,F,1.14,0.92,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.07,,10,,Mellem,1.708352908,4.504148558,Gastropoda
9574,12.4,10.4,27.21,F,1.51,0.68,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Mellem,1.427129838,5.549430356,Gastropoda
9582,11.5,9.5,24.88,M,1.07,0.52,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,4,,Mellem,1.635900386,4.300643087,Gastropoda
9589,13.8,11.7,46.69,F,1.53,0.85,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.12,,15,,Stor,1.776587552,3.276932962,Gastropoda
9593,13.5,11.2,43.04,M,2.26,1.09,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.11,,15,,Stor,1.74932683,5.250929368,Gastropoda
9593,13.5,11.2,43.04,M,2.26,1.09,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Stor,1.74932683,5.250929368,Gastropoda
9598,12.5,10.5,32.21,M,1.3,1.09,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Mellem,1.649152,4.03601366,Gastropoda
9616,11.6,9.9,28.55,F,1.43,0.65,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.08,,12,,Mellem,1.829077658,5.008756567,Gastropoda
9632,13.5,11.5,48.1,M,2.09,1.28,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.09,,13,,Stor,1.954986537,4.345114345,Gastropoda
9648,13,11,39.81,M,1.05,0.98,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.11,,15,,Mellem,1.812016386,2.637528259,Gastropoda
9657,12,10,28.31,F,1.52,0.58,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.05,,7,,Mellem,1.638310185,5.369127517,Gastropoda
9659,10.9,9.5,21.07,F,1.07,0.39,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Mellem,1.626990592,5.078310394,Gastropoda
9662,9.9,8.5,15.68,F,0.83,0.34,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.03,,5,,Små,1.615996719,5.293367347,Gastropoda
9668,11,9.6,21.26,F,1.06,0.67,Rejeruse,Guldborgsund,04-Nov,Hydrobia ventrosa,0.01,,2,,Mellem,1.597295267,4.985888993,Gastropoda
9454,9.1,8,12.62,F,0.37,0.41,Rejeruse,Guldborgsund,04-Nov,Idotea balthica,0.01,,1,,Små,1.674692896,2.9318542,Isopoda
9456,9.8,8.4,15.29,F,0.34,0.4,Rejeruse,Guldborgsund,04-Nov,Idotea balthica,0.01,,1,,Små,1.624535695,2.223675605,Isopoda
9518,9,7.5,12.3,F,0.43,0.31,Rejeruse,Guldborgsund,04-Nov,Idotea balthica,0.01,,1,,Små,1.687242798,3.495934959,Isopoda
9520,8.5,7.2,10.55,F,0.39,0.17,Rejeruse,Guldborgsund,04-Nov,Idotea balthica,0.01,,1,,Små,1.717891309,3.696682464,Isopoda
9529,8.8,7.5,10.14,M,0.38,0.2,Rejeruse,Guldborgsund,04-Nov,Idotea balthica,0.01,,1,,Små,1.487955485,3.747534517,Isopoda
9538,9.9,8.4,13.4,F,0.63,0.38,Rejeruse,Guldborgsund,04-Nov,Idotea balthica,0.01,,1,,Små,1.381017604,4.701492537,Isopoda
9542,9,7.5,10.82,F,0.57,0.15,Rejeruse,Guldborgsund,04-Nov,Idotea balthica,0.01,,1,,Små,1.484224966,5.268022181,Isopoda
9581,11,9,21.03,F,0.82,0.53,Rejeruse,Guldborgsund,04-Nov,Idotea balthica,0.05,,1,,Mellem,1.580015026,3.899191631,Isopoda
9623,13.9,11.8,50.57,F,1.77,1.67,Rejeruse,Guldborgsund,04-Nov,Idotea balthica,0.08,,2,,Stor,1.882992338,3.500098873,Isopoda
9519,9.4,7.9,14.1,F,0.44,0.35,Rejeruse,Guldborgsund,04-Nov,Idotea chelpis,0.01,,1,,Små,1.697600724,3.120567376,Isopoda
9321,11,9,21.31,F,1.12,0.23,Rejeruse,Guldborgsund,09-Nov,Litorina litorea,0.01,,1,,Mellem,1.601051841,5.255748475,Gastropoda
9331,8.5,6.8,11.05,F,0.63,0.27,Rejeruse,Guldborgsund,09-Nov,Litorina litorea,0.01,,2,,Små,1.799307958,5.701357466,Gastropoda
9336,11,9.5,22.37,F,1.42,0.45,Rejeruse,Guldborgsund,09-Nov,Litorina litorea,0.01,,2,,Mellem,1.68069121,6.347787215,Gastropoda
9347,14.9,12.5,55.7,M,2.79,2.21,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.32,,50,,Stor,1.683822816,5.008976661,Gastropoda
9398,16.3,13.8,76.11,M,2.71,2.36,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.01,,1,,Stor,1.757433533,3.560635922,Gastropoda
9410,11.4,9.6,30.34,F,1.63,0.89,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.01,,1,,Mellem,2.04786358,5.372445616,Gastropoda
9420,14.5,12.6,54.44,M,1.79,1.86,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.01,,1,,Stor,1.785723072,3.288023512,Gastropoda
9422,12.5,10.5,35.87,M,1.26,0.86,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.07,,5,,Mellem,1.836544,3.512684695,Gastropoda
9424,13.6,11.7,48.32,M,2.53,1.4,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.03,,2,,Stor,1.920924079,5.235927152,Gastropoda
9425,12.3,10.4,40.58,M,1.86,0.75,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.03,,2,,Mellem,2.180703941,4.583538689,Gastropoda
9426,10.5,8.7,21.16,F,1.04,0.31,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.07,,10,,Mellem,1.827880358,4.914933837,Gastropoda
9433,11.9,10,28.02,M,0.89,1.63,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.11,,15,,Mellem,1.662751111,3.176302641,Gastropoda
9436,10.5,8.9,24.31,M,0.99,0.81,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.02,,2,,Mellem,2.099989202,4.07239819,Gastropoda
9487,16.8,14.1,88,M,3.94,1.64,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.01,,1,,Stor,1.855901091,4.477272727,Gastropoda
9492,13.3,11.3,42.41,M,2.46,0.88,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.02,,3,,Stor,1.802658039,5.800518746,Gastropoda
9527,12.2,10.3,31.61,M,1.47,0.88,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.01,,1,,Mellem,1.740784471,4.65042708,Gastropoda
9538,9.9,8.4,13.4,F,0.63,0.38,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.02,,3,,Små,1.381017604,4.701492537,Gastropoda
9573,13.5,11.4,39.34,M,1.67,0.71,Rejeruse,Guldborgsund,04-Nov,Litorina litorea,0.01,,2,,Stor,1.598943251,4.245043213,Gastropoda
9783,13,11,39.62,M,2.11,0.68,Rejeruse,Guldborgsund,09-Nov,Litorina litorea,0.01,,1,,Mellem,1.803368229,5.325593135,Gastropoda
9343,13.5,11.5,39.03,M,1.93,1.01,Rejeruse,Guldborgsund,04-Nov,Mya arenaria,0.18,10,1,,Stor,1.586343545,4.944914169,Bivalvia
9491,13.5,11.6,42.42,M,2.21,1.16,Rejeruse,Guldborgsund,04-Nov,Mya arenaria,0.09,3.6,1,,Stor,1.72412742,5.209806695,Bivalvia
9406,13.4,11.4,41.91,F,1.91,0.82,Rejeruse,Guldborgsund,04-Nov,Nymfe Guldsmed,0.12,,1,,Stor,1.741819971,4.557384872,
9345,12.9,10.8,38.12,M,1.86,2.16,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,1.01,,2,,Mellem,1.775757923,4.879328437,Deacapoda
9350,15.2,13.3,68.13,M,4.02,3.45,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,1.72,13,1,,Stor,1.940026334,5.900484368,Deacapoda
9366,12,10.01,37.44,F,1.75,1.23,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,0.53,11,1,,Mellem,2.166666667,4.674145299,Deacapoda
9376,13.5,11.1,44.21,M,2.39,1.61,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,0.6,,1,,Stor,1.796880557,5.406016738,Deacapoda
9382,12,10,28.61,M,0.77,2.31,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,0.8,12,1,,Mellem,1.655671296,2.691366655,Deacapoda
9391,16,14,93.93,M,4.66,3.79,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,1.91,,2,,Stor,2.293212891,4.961141275,Deacapoda
9399,15.5,13.5,58.32,M,0.53,5.52,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,1.8,10,1,,Stor,1.56611057,0.90877915,Deacapoda
9399,15.5,13.5,58.32,M,0.53,5.52,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,2,12,1,,Stor,1.56611057,0.90877915,Deacapoda
9418,13.4,11.5,49.62,M,2.24,2.21,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,0.86,13.6,1,,Stor,2.062254998,4.514308746,Deacapoda
9433,11.9,10,28.02,M,0.89,1.63,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,1.06,12.59,1,,Mellem,1.662751111,3.176302641,Deacapoda
9512,15.1,12.9,61.72,M,3.01,2.86,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,1.55,,1,,Stor,1.792648225,4.876863253,Deacapoda
9579,11.7,10,28.34,M,1.04,1.59,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,0.79,,1,,Mellem,1.769466157,3.669724771,Deacapoda
9610,15,13,66.01,M,3.56,2.32,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,0.7,12.5,1,,Stor,1.955851852,5.393122254,Deacapoda
9663,10.6,9.1,18.91,F,0.69,0.47,Rejeruse,Guldborgsund,04-Nov,Palaemon adspersus,0.12,,1,,Mellem,1.587720064,3.648863035,Deacapoda
9395,15.3,13.2,70.51,M,3.46,3.28,Rejeruse,Guldborgsund,04-Nov,Palaemon elegans,1.43,11,1,,Stor,1.968685861,4.907105375,Deacapoda
9313,16,13.6,68.02,M,3.2,2.64,Rejeruse,Guldborgsund,09-Nov,Palaemon Sp.,0.81,10,1,,Stor,1.660644531,4.704498677,Deacapoda
9314,12.8,11,37.85,F,2.2,1.1,Rejeruse,Guldborgsund,09-Nov,Palaemon Sp.,0.72,8,1,,Mellem,1.804828644,5.812417437,Deacapoda
9315,13.9,11.9,56.61,M,3.63,2.64,Rejeruse,Guldborgsund,09-Nov,Palaemon Sp.,0.14,,1,,Stor,2.107893934,6.412294648,Deacapoda
9322,14,12.4,62.32,M,3.11,1.24,Rejeruse,Guldborgsund,09-Nov,Palaemon Sp.,0.3,,1,,Stor,2.271137026,4.990372272,Deacapoda
9323,13.5,11.5,40.61,M,2.12,1.32,Rejeruse,Guldborgsund,09-Nov,Palaemon Sp.,0.48,,1,,Stor,1.650561398,5.220389067,Deacapoda
9344,13,11,49.05,F,3.21,1.52,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.51,,1,,Mellem,2.232589895,6.544342508,Deacapoda
9346,17,14.5,90.52,M,4.78,3.34,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,1.98,,2,,Stor,1.842458783,5.280600972,Deacapoda
9349,13.8,11.8,52.31,M,2.58,3.14,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,1.83,,2,,Stor,1.99043253,4.932135347,Deacapoda
9351,13,11,49.2,M,2.09,2.46,Rejesruse,Guldborgsund,04-Nov,Palaemon Sp.,1.3,,2,,Mellem,2.239417387,4.24796748,Deacapoda
9353,13.5,11.6,57.7,M,2.59,2.18,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.7,,1,,Stor,2.34517096,4.488734835,Deacapoda
9355,10.5,9,21.1,M,0.98,1.28,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.82,,1,,Mellem,1.822697333,4.644549763,Deacapoda
9358,13,11,38.69,M,1.91,1.29,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.74,,1,,Mellem,1.761037779,4.936676144,Deacapoda
9360,15.5,13.5,74.97,M,3.4,2.34,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,1.4,12,1,,Stor,2.013225471,4.535147392,Deacapoda
9361,13.5,11.5,47.92,M,2.03,1.4,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.7,,1,,Stor,1.947670579,4.236227045,Deacapoda
9362,13.8,11.9,47.54,M,2.08,1.09,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.09,,1,,Stor,1.808930653,4.375262936,Deacapoda
9364,13,11,37.24,M,1.55,1.13,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.2,,1,,Mellem,1.695038689,4.162191192,Deacapoda
9365,12.8,10.9,31.51,F,1.66,0.78,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.16,,1,,Mellem,1.502513885,5.268168835,Deacapoda
9369,12,10,29.67,M,1.19,0.66,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.25,,1,,Mellem,1.717013889,4.010785305,Deacapoda
9370,11.5,9.7,22.7,M,0.79,0.8,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.31,,1,,Mellem,1.492561848,3.480176211,Deacapoda
9371,11.5,9.8,25.62,F,1.01,0.62,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.24,,1,,Mellem,1.684556587,3.942232631,Deacapoda
9377,12,10,32.9,F,2.21,1.08,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.5,,1,,Mellem,1.903935185,6.717325228,Deacapoda
9378,13,11,46,M,2.38,1.12,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.5,,1,,Mellem,2.093764224,5.173913043,Deacapoda
9379,12,10,30.69,F,1.82,1.16,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.55,,1,,Mellem,1.776041667,5.930270446,Deacapoda
9380,13,11.1,41.31,M,1.87,1.45,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.47,,1,,Mellem,1.880291306,4.526748971,Deacapoda
9381,13,11,42.82,M,1.58,1.28,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.39,,1,,Mellem,1.949021393,3.689864549,Deacapoda
9392,17,14.9,95,M,4.33,3.18,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.57,,1,,Stor,1.93364543,4.557894737,Deacapoda
9396,15,13,74.8,M,3.97,2.72,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.61,,2,,Stor,2.216296296,5.307486631,Deacapoda
9397,14.9,12.7,72.48,M,4.31,2.36,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.47,,1,,Stor,2.191085776,5.946467991,Deacapoda
9398,16.3,13.8,76.11,M,2.71,2.36,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.63,,2,,Stor,1.757433533,3.560635922,Deacapoda
9404,14,12,48.27,F,2.38,1.55,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.57,,1,,Stor,1.759110787,4.930598716,Deacapoda
9409,12.5,10.9,40.27,M,1.83,0.99,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.28,,1,,Mellem,2.061824,4.544325801,Deacapoda
9416,10,8.6,19.58,F,0.82,0.93,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.12,,1,,Små,1.958,4.187946885,Deacapoda
9425,12.3,10.4,40.58,M,1.86,0.75,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.12,,1,,Mellem,2.180703941,4.583538689,Deacapoda
9432,12.5,10.7,33.46,M,1.62,0.7,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.04,,1,,Mellem,1.713152,4.841601913,Deacapoda
9435,12,10.1,35.03,F,1.65,0.53,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.18,,1,,Mellem,2.027199074,4.710248359,Deacapoda
9459,9.3,7.9,13.17,F,0.42,0.23,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.09,,1,,Små,1.637332677,3.189066059,Deacapoda
9489,16,13.8,80.11,M,6.03,3.69,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.86,,2,,Stor,1.955810547,7.527150169,Deacapoda
9494,11.1,10.2,37.02,M,1.63,2.01,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,1.05,,2,,Mellem,2.706870494,4.403025392,Deacapoda
9495,10.9,9.1,23.32,M,0.7,2.47,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.73,,1,,Mellem,1.800731876,3.001715266,Deacapoda
9497,10.7,9.4,23.88,F,1.29,0.36,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.09,,1,,Mellem,1.94931933,5.40201005,Deacapoda
9509,12.5,10.6,35.16,M,1.65,1.19,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.64,,1,,Mellem,1.800192,4.692832765,Deacapoda
9510,14.2,12.1,56.89,M,3.18,1.5,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.24,,1,,Stor,1.986876626,5.589734575,Deacapoda
9511,15,12.9,61.23,M,3.24,1.56,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.39,,1,,Stor,1.814222222,5.291523763,Deacapoda
9513,13.4,11.1,45.18,M,2.13,1.42,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.54,,1,,Stor,1.877724321,4.714475432,Deacapoda
9514,14.5,12.5,60.09,M,2.75,2.51,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,1.08,,1,,Stor,1.971052524,4.57646863,Deacapoda
9515,14.5,12.4,48.9,F,2.36,1.23,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.96,,1,,Stor,1.604001804,4.826175869,Deacapoda
9517,10.6,9,22.01,F,1.08,1.48,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.38,,1,,Mellem,1.848002042,4.906860518,Deacapoda
9521,12.9,11,42.48,M,1.81,2.11,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,1.34,,2,,Mellem,1.9788614,4.260828625,Deacapoda
9525,17,14.7,85.77,F,3.34,3.6,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,1.89,,3,,Stor,1.745776511,3.894135479,Deacapoda
9527,12.2,10.3,31.61,M,1.47,0.88,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.09,,1,,Mellem,1.740784471,4.65042708,Deacapoda
9528,12.4,10.4,34.92,M,1.7,1.12,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.48,,1,,Mellem,1.831509516,4.868270332,Deacapoda
9530,10.3,8.5,21.97,F,1.04,0.89,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.4,,1,,Mellem,2.010566226,4.733727811,Deacapoda
9568,11.3,9.5,25.07,F,1.65,0.69,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.1,,1,,Mellem,1.737476757,6.5815716,Deacapoda
9571,12.4,10.3,35.44,F,1.58,0.84,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.21,,1,,Mellem,1.858782854,4.458239278,Deacapoda
9576,14,12,49.05,F,3.16,1.14,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.2,,1,,Stor,1.787536443,6.442405708,Deacapoda
9583,11.1,9.3,21.06,F,1.11,0.23,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.09,,1,,Mellem,1.539889049,5.270655271,Deacapoda
9585,14,12.1,49.49,F,3.88,1.01,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.19,,1,,Stor,1.803571429,7.83996767,Deacapoda
9586,13.5,11.5,45.64,M,2.56,1.13,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.08,,1,,Stor,1.855001778,5.609114812,Deacapoda
9595,12.6,10.6,36.75,F,2.26,0.73,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.09,,1,,Mellem,1.837154615,6.149659864,Deacapoda
9596,13.2,11.5,38.77,M,1.23,0.76,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.15,,1,,Mellem,1.685675627,3.1725561,Deacapoda
9597,12.5,10.5,28.84,F,1.09,0.62,Rejeruse,Guldborgsund,04-Nov,Palaemon Sp.,0.08,,1,,Mellem,1.476608,3.779472954,Deacapoda
